sentence_id,book,parution,start_pdf_page,end_pdf_page,text
113442,14,1991,3957,3958,"Lytol prit la tête de la procession, Jaxom s’intercalant prestement entre Larad et Asgenar, et avant Groghe, envers qui il s’excusa d’un sourire."
113443,14,1991,3957,3958,"Lytol donna les trois coups de poing traditionnels dans la porte, immédiatement ouverte par l’Intendant de Tillek."
113444,14,1991,3957,3958,"Sur un signe de tête de Lytol, les serviteurs postés de chaque côté tirèrent les lourds battants."
113445,14,1991,3957,3958,"Le soleil entra à flots, aussi éblouissant que les atours de la foule attendant sur les marches."
113446,14,1991,3957,3958,"Venaient d’abord les trois candidats : Blesserel au centre, l’air beaucoup trop suffisant, Terentel à sa gauche, l’air presque idiot, et Ranrel modestement à l’écart sur sa droite."
113447,14,1991,3957,3958,"Derrière eux se tenaient Maître Robinton, Sharra, Sebell, Menolly et les Chefs du Weyr de Benden."
113448,14,1991,3957,3958,"Jaxom leur adressa une ombre de sourire, et vit leur air soulagé avant même que Lytol ne prononce la proclamation officielle."
113449,14,1991,3957,3958,"— Au troisième tour, la majorité de douze a été atteinte, dit-il, quand le brouhaha de la foule se fut suffisamment calmé pour qu’on l’entende."
113450,14,1991,3957,3958,Le Conseil a élu un nouveau Seigneur.
113451,14,1991,3957,3958,"Seigneur Ranrel, puis-je être le premier à vous congratuler de cet honneur ?"
113452,14,1991,3957,3958,"Des acclamations se répercutèrent en écho sur les falaises de Tillek, tandis que Ranrel avait l’air sincèrement stupéfait, et presque incrédule."
113453,14,1991,3957,3958,"Blesserel avait l’air meurtrier, et Terentel se contenta de hausser les épaules, et, tournant les talons, s’approcha du tonneau le plus proche."
113454,14,1991,3957,3958,"Les dragons claironnèrent leurs congratulations des Crêtes de Feu, accompagnés par les joyeux pépiements des lézards de feu évoluant en un ballet aérien déchaîné."
113455,14,1991,3957,3958,Le Seigneur Ranrel fut immédiatement entouré de partisans qui voulaient lui serrer la main et le congratuler.
113456,14,1991,3957,3958,"Blesserel aussi fut aussitôt entouré, par Sigomal, Sangel, Nessel et Begamon."
113457,14,1991,3957,3958,Jaxom ne se donna pas la peine de vérifier les réactions de Blesserel.
113458,14,1991,3957,3958,"Le visage de Sigomal était pétrifié de contrariété, et il ne ferait pas bon lui chercher noise ce jour-là."
113459,14,1991,3959,3959,— C’était très pénible ?
113460,14,1991,3959,3959,demanda Sharra en embrassant Jaxom.
113461,14,1991,3959,3959,"Ruth dit que tu étais furieux et bouleversé, mais il ne savait pas pourquoi."
113462,14,1991,3959,3959,— Je l’étais et je le suis encore.
113463,14,1991,3959,3959,"Donne-moi ta coupe, dit-il, la vidant d’un trait pour se détendre."
113464,14,1991,3959,3959,Rejoignons Sebell et Maître Robinton.
113465,14,1991,3959,3959,Il y a des choses qu’ils doivent savoir.
113466,14,1991,3959,3959,Ton frère a demandé qui serait Seigneur du Terminus.
113467,14,1991,3959,3959,Sharra leva les yeux au ciel.
113468,14,1991,3959,3959,— Il sera bien toujours le même !
113469,14,1991,3959,3959,Qu’est-ce qu’on lui a dit ?
113470,14,1991,3959,3959,— La vérité.
113471,14,1991,3959,3959,Tu te rappelles que nous avions demandé à Breide de l’avertir que Siav était une découverte importante.
113472,14,1991,3959,3959,"Sharra fronça le nez, habitude que Jaxom continuait à trouver charmante."
113473,14,1991,3959,3959,— Il était tellement obsédé par Denol occupant la Grande Île qu’il n’était pas capable de penser à autre chose.
113474,14,1991,3959,3959,— Tu lui as parlé de l’irrévocabilité des concessions ?
113475,14,1991,3959,3959,"demanda Sharra, avec un regard incisif."
113476,14,1991,3959,3959,"— Pas moi, Groghe."
113477,14,1991,3959,3959,Nous avions besoin de sa voix pour Ranrel.
113478,14,1991,3959,3959,"— Il ne votait pas pour Blesserel, au moins ?"
113479,14,1991,3959,3959,"dit Sharra, atterrée."
113480,14,1991,3959,3959,"— Ce qui se dit au Conseil ne doit pas devenir connaissance publique, dit-il avec un sourire malicieux."
113481,14,1991,3959,3959,— Et depuis quand ta femme est-elle publique ?
113482,14,1991,3959,3959,Ils se frayèrent un chemin dans la foule pour rejoindre Robinton et les autres qui les attendaient à l’écart.
113483,14,1991,3959,3959,"— Mes Harpistes m’ont aussi signalé le mécontentement de ces Seigneurs, dit Sebell quand Jaxom lui eut résumé les débats."
113484,14,1991,3959,3959,J’avais prévenu Maître Robinton et Lytol ce matin.
113485,14,1991,3959,3959,Et tous mes apprentis ont ordre d’ouvrir l’œil et l’oreille aujourd’hui.
113486,14,1991,3959,3959,"— C’est presque un soulagement d’avoir identifié les contestataires, dit Maître Robinton."
113487,14,1991,3959,3959,— Vraiment ?
113488,14,1991,3959,3959,"fit Jaxom, sceptique."
113489,14,1991,3959,3959,Le récit qu’il avait fait de la séance l’avait déprimé.
113490,14,1991,3959,3959,L’avenir recelait tant de promesses
113491,14,1991,3959,3959,–
113492,14,1991,3959,3959,si seulement ils arrivaient à éviter les obstacles et les mesquines intrigues du présent.
113493,14,1991,3959,3959,"Sentant son humeur, Sharra se serra contre lui, ce qui le réconforta."
113494,14,1991,3959,3959,"Après tout, ils avaient élu Ranrel, malgré l’opposition."
113495,14,1991,3959,3959,"Les dissidents étaient peu nombreux, et tous vieux."
113496,14,1991,3960,3961,Chapitre dix Maître Idarolan fêta si bien la confirmation du Seigneur Ranrel qu’il ne tenait plus debout bien avant tout le monde.
113497,14,1991,3960,3961,"Il buvait rarement, mais comme c’était lui qui avait le plus à perdre en cas d’échec de Ranrel, il était très nerveux ;"
113498,14,1991,3960,3961,"il avait commencé à boire dès le petit déjeuner, et avait continué tout le long de cette interminable matinée, jusqu’à l’annonce du résultat."
113499,14,1991,3960,3961,"Comme le Maître Pêcheur était aussi très populaire, tout le monde ignora charitablement cette ébriété inhabituelle."
113500,14,1991,3960,3961,"Il traversa la cour d’une démarche cahotante pour rejoindre Jaxom, Sharra, Robinton, Sebell, Menolly et Tagetarl, et sa joie communicative les divertit agréablement de leur conversation morose."
113501,14,1991,3960,3961,"— On n’aurait jamais pu laisser notre Atelier ici si Blesserel avait été élu, déclara-t-il avec la jovialité de l’ivresse."
113502,14,1991,3960,3961,"Il aurait tout mis en gage, mâts, esparts, coque et ancre dès qu’on aurait eu le dos tourné !"
113503,14,1991,3960,3961,Son exubérance fit sourire tout le monde.
113504,14,1991,3960,3961,"— J’aurais tout déménagé, Atelier, Maîtres, Compagnons et Apprentis dans ce beau port que les vieilles cartes appellent Monaco."
113505,14,1991,3960,3961,"Oui, c’est ce que j’aurais fait si Ranrel n’avait pas été élu."
113506,14,1991,3960,3961,"— Mais Ranrel est Seigneur de Tillek, et vous n’avez plus à vous inquiéter, l’assura Robinton."
113507,14,1991,3960,3961,Le Harpiste fit signe à Sebell et Jaxom de lui trouver un siège avant que ses jambes ne se dérobent sous lui.
113508,14,1991,3960,3961,Menolly et Sharra lui offrirent des bons morceaux dans l’espoir de contrer les effets du vin.
113509,14,1991,3960,3961,"— Je ne vais pas perdre mon temps à manger ce que je vais restituer bientôt, déclara Idarolan, repoussant l’assiette."
113510,14,1991,3960,3961,Puis il rota et s’excusa.
113511,14,1991,3960,3961,"— Ne faites pas attention, gentes Dames."
113512,14,1991,3960,3961,"Vous voyez un homme soulagé, et d’ailleurs, je ferais bien d’aller me soulager, si vous me pardonnez l’expression."
113513,14,1991,3960,3961,Seigneur Jaxom…
113514,14,1991,3960,3961,"Il pencha dangereusement vers le jeune Seigneur, le regard vitreux."
113515,14,1991,3960,3961,"— Avant que je continue à boire, auriez-vous la bonté de m’indiquer la bonne direction ?"
113516,14,1991,3960,3961,"Jaxom fit signe à Sebell de l’aider, et, le soutenant chacun d’un côté, ils pilotèrent Idarolan vers les toilettes les plus proches, juste à côté des cuisines."
113517,14,1991,3960,3961,"— J’avais une peur bleue, mes vieux amis, que ce Blesserel soit élu."
113518,14,1991,3960,3961,"On aurait été finis, nous, honnêtes pêcheurs, continua Idarolan."
113519,14,1991,3960,3961,"Je ne pouvais pas rester sobre en attendant, hein ?"
113520,14,1991,3960,3961,"Alors j’ai pris un petit remontant, ou trois ou quatre."
113521,14,1991,3960,3961,"Mais vous me connaissez, mes enfants."
113522,14,1991,3960,3961,Je ne bois jamais à bord.
113523,14,1991,3960,3961,Jamais.
113524,14,1991,3960,3961,"Ni aucun de mes Maîtres – enfin, ceux qui sont inscrits sur les rôles de l’Atelier."
113525,14,1991,3960,3961,Jaxom le fit entrer dans un box et Sebell ajusta son pantalon.
113526,14,1991,3960,3961,Puis tous deux détournèrent discrètement les yeux.
113527,14,1991,3960,3961,Idarolan se mit à brailler une chanson de marin d’une voix avinée.
113528,14,1991,3960,3961,"Il mit si longtemps à se soulager que malgré eux, les deux amis se regardèrent, étonnés de la capacité de sa vessie."
113529,14,1991,3960,3961,"Puis le sourire de Jaxom se transforma en gloussement, et Sebell éclata de rire."
113530,14,1991,3960,3961,"Sans faire attention à eux, Idarolan continua à brailler."
113531,14,1991,3960,3961,"Puis, brusquement, le Maître Pêcheur termina son affaire et s’affaissa entre eux."
113532,14,1991,3960,3961,— Aïe !
113533,14,1991,3960,3961,Tiens
113534,14,1991,3960,3961,-
113535,14,1991,3960,3961,le
113536,14,1991,3960,3961,", dit Jaxom, parvenant tout juste à passer le bras d’Idarolan sur son épaule avant qu’il ne s’effondre."
113537,14,1991,3960,3961,"— Il est ivre mort, Jaxom, dit Sebell avec un grand sourire."
113538,14,1991,3960,3961,Il serait plus charitable de le laisser dormir.
113539,14,1991,3960,3961,— Maître Robinton ne nous pardonnerait jamais.
113540,14,1991,3960,3961,"Va chercher un pot de klah à la cuisine, ça le dessaoulera."
113541,14,1991,3960,3961,Pourquoi devrait-il manquer la moitié de la fête ?
113542,14,1991,3960,3961,Le meilleur est encore à venir.
113543,14,1991,3960,3961,"Rabattant le couvercle, il fit asseoir Idarolan, le soutenant d’une main pour l’empêcher de tomber."
113544,14,1991,3960,3961,"— Je reviens tout de suite, dit Sebell, sortant du box en refermant soigneusement la porte derrière lui."
113545,14,1991,3960,3961,"Jaxom entendit ses bottes crisser sur les dalles, et la porte extérieure s’ouvrir et se refermer."
113546,14,1991,3960,3961,"Puis Jaxom installa Idarolan dans une position plus confortable, ou du moins plus facile à conserver."
113547,14,1991,3962,3962,"À cet instant, la porte extérieure s’ouvrit, et des bruits de pas raclant les dalles indiquèrent l’entrée de plusieurs hommes ;"
113548,14,1991,3962,3962,"bruits de souliers, et non de brodequins de travail, nota Jaxom, content de son sens de l’observation."
113549,14,1991,3962,3962,"Pour épargner tout embarras à Maître Idarolan, il poussa vivement le verrou."
113550,14,1991,3962,3962,— C’est qu’il n’est pas le seul héritier.
113551,14,1991,3962,3962,"Il n’est même pas héritier direct, disait l’un des arrivants."
113552,14,1991,3962,3962,"— On le sait, dit un autre d’une voix graveleuse."
113553,14,1991,3962,3962,Sa mère n’était qu’une cousine au troisième degré.
113554,14,1991,3962,3962,"Mais la cousine au deuxième degré vit toujours, elle est de la Lignée, et c’est son fils que nous soutenons à sa place."
113555,14,1991,3962,3962,Ce garçon sera facile comme bonjour à manipuler.
113556,14,1991,3962,3962,Il se croit descendant direct.
113557,14,1991,3962,3962,"— Ce qui est vrai, dit une voix plus légère."
113558,14,1991,3962,3962,"— N’oublie pas que son fils a des fils qui sont en ligne directe, même si sa mère l’a disqualifié pour la succession, dit la voix graveleuse."
113559,14,1991,3962,3962,"Jaxom ne comprenait pas de qui ils parlaient, car le lignage de Ranrel n’avait jamais été en cause."
113560,14,1991,3962,3962,Il avait les yeux clairs de son père et les traits rudes de son grand-père maternel.
113561,14,1991,3962,3962,Mais cette conversation était vraiment inquiétante.
113562,14,1991,3962,3962,"— Cela ne le disqualifie pas, dit le premier d’un ton dégoûté."
113563,14,1991,3962,3962,"— Il a été élevé au weyr, non au fort, et il est chevalier-dragon, donc il ne peut pas être Seigneur."
113564,14,1991,3962,3962,"— Ses fils sont trop jeunes pour entrer en ligne de compte, même avec un tuteur."
113565,14,1991,3962,3962,"Non, ce garçon local convient à nos projets."
113566,14,1991,3962,3962,Il n’a besoin que d’être un peu encouragé.
113567,14,1991,3962,3962,— Il suffit donc d’arranger un accident propice pour que la succession du Fort soit mise aux voix ?
113568,14,1991,3962,3962,"— C’est ça, dit la voix graveleuse."
113569,14,1991,3962,3962,"— Oui, mais comment ?"
113570,14,1991,3962,3962,dit la voix légère.
113571,14,1991,3962,3962,"— Il combat les Fils, non ?"
113572,14,1991,3962,3962,"Et il monte sur les Sœurs de l’Aube, non ?"
113573,14,1991,3962,3962,"Tout ça, c’est dangereux."
113574,14,1991,3962,3962,"Attendons le bon moment, et…"
113575,14,1991,3962,3962,"Il ne termina pas, sa pensée étant assez évidente."
113576,14,1991,3962,3962,"Incrédule, Jaxom secoua la tête."
113577,14,1991,3962,3962,"Glacé, il réalisa que ces hommes ne pouvaient parler que de lui, Lessa, et F’lessan."
113578,14,1991,3962,3962,"Le « garçon local » ne pouvait être que Pell, car sa mère, Barla, était descendante directe de la Lignée de Ruatha."
113579,14,1991,3962,3962,"— Moi, je ne quitte pas le plancher des vaches, pas question, s’écria le second."
113580,14,1991,3963,3963,"Ils s’éloignaient, leur affaire terminée."
113581,14,1991,3963,3963,"— Ce ne sera pas nécessaire, dit le premier."
113582,14,1991,3963,3963,Nous n’aurons
113583,14,1991,3963,3963,qu’
113584,14,1991,3963,3963,"à… La porte claqua derrière eux, coupant le reste de la phrase"
